State,County,Obama,Romney,obama_rate,romney_rate
MS,Scott,4774,5728,45.5,54.5
MS,Sharkey,1571,675,69.9,30.1
MS,Simpson,4723,7424,38.9,61.1
MS,Smith,1979,6049,24.7,75.3
MS,Stone,1794,4924,26.7,73.3
MS,Sunflower,7989,2907,73.3,26.7
MS,Tallahatchie,3838,2480,60.7,39.3
MS,Tate,4572,6666,40.7,59.3
MS,Tippah,2254,6625,25.4,74.6
MS,Tishomingo,1623,6070,21.1,78.9
MS,Tunica,3371,867,79.5,20.5
MS,Union,2481,7759,24.2,75.8
MS,Walthall,3386,4012,45.8,54.2
MS,Warren,9899,9390,51.3,48.7
MS,Washington,12188,4870,71.5,28.5
MS,Wayne,4116,6080,40.4,59.6
MS,Webster,1087,3684,22.8,77.2
MS,Wilkinson,2940,1275,69.8,30.2
MS,Winston,4557,5147,47.0,53.0
MS,Yalobusha,2984,3261,47.8,52.2
MS,Yazoo,6220,4560,57.7,42.3
MT,Montana,200489,264974,43.1,56.9
MT,Beaverhead,1347,3251,29.3,70.7
MT,Big Horn,2830,1655,63.1,36.9
MT,Blaine,1598,1169,57.8,42.2
MT,Broadwater,761,2150,26.1,73.9
MT,Carbon,2126,3513,37.7,62.3
MT,Carter,96,678,12.4,87.6
MT,Cascade,14949,18039,45.3,54.7
MT,Chouteau,969,1751,35.6,64.4
MT,Custer,1824,3353,35.2,64.8
MT,Daniels,236,735,24.3,75.7
MT,Dawson,1219,3024,28.7,71.3
MT,Deer Lodge,2829,1431,66.4,33.6
MT,Fallon,236,1123,17.4,82.6
MT,Fergus,1628,4243,27.7,72.3
MT,Flathead,13534,27694,32.8,67.2
MT,Gallatin,21534,24051,47.2,52.8
MT,Garfield,66,622,9.6,90.4
MT,Glacier,2784,1391,66.7,33.3
MT,Golden Valley,110,351,23.9,76.1
MT,Granite,533,1107,32.5,67.5
MT,Hill,3372,3133,51.8,48.2
MT,Jefferson,2256,4042,35.8,64.2
MT,Judith Basin,336,852,28.3,71.7
MT,Lake,5715,7084,44.7,55.3
MT,Lewis and Clark,15479,16673,48.1,51.9
MT,Liberty,257,698,26.9,73.1
MT,Lincoln,2544,6045,29.6,70.4
MT,McCone,221,742,22.9,77.1
MT,Madison,1285,3115,29.2,70.8
MT,Meagher,269,670,28.6,71.4
MT,Mineral,698,1212,36.5,63.5
MT,Missoula,34380,23285,59.6,40.4
MT,Musselshell,482,1792,21.2,78.8
MT,Park,3728,4637,44.6,55.4
MT,Petroleum,49,240,17.0,83.0
MT,Phillips,471,1688,21.8,78.2
MT,Pondera,969,1666,36.8,63.2
MT,Powder River,170,833,16.9,83.1
MT,Powell,884,1798,33.0,67.0
MT,Prairie,167,518,24.4,75.6
MT,Ravalli,6466,12817,33.5,66.5
MT,Richland,992,3479,22.2,77.8
MT,Roosevelt,2044,1503,57.6,42.4
MT,Rosebud,1478,2035,42.1,57.9
MT,Sanders,1716,3971,30.2,69.8
MT,Sheridan,661,1203,35.5,64.5
MT,Silver Bow,10782,5374,66.7,33.3
MT,Stillwater,1209,3237,27.2,72.8
MT,Sweet Grass,473,1584,23.0,77.0
MT,Teton,1073,2091,33.9,66.1
MT,Toole,582,1440,28.8,71.2
MT,Treasure,114,317,26.5,73.5
MT,Valley,1386,2337,37.2,62.8
MT,Wheatland,272,690,28.3,71.7
MT,Wibaux,25,421,5.6,94.4
MT,Yellowstone,26275,40421,39.4,60.6
NC,North Carolina,2178388,2275853,48.9,51.1
NC,Alamance,28341,37712,42.9,57.1
NC,Alexander,4591,12207,27.3,72.7
NC,Alleghany,1574,3378,31.8,68.2
NC,Anson,6894,4125,62.6,37.4
NC,Ashe,4100,8207,33.3,66.7
NC,Avery,1861,5708,24.6,75.4
NC,Beaufort,9399,13918,40.3,59.7
NC,Bertie,6537,3367,66.0,34.0
NC,Bladen,8277,7947,51.0,49.0
NC,Brunswick,21932,34587,38.8,61.2
NC,Buncombe,70066,54429,56.3,43.7
NC,Burke,13577,22109,38.0,62.0
NC,Cabarrus,32453,49125,39.8,60.2
NC,Caldwell,10795,23069,31.9,68.1
NC,Camden,1456,2995,32.7,67.3
NC,Carteret,10197,24598,29.3,70.7
NC,Caswell,5183,5471,48.6,51.4
NC,Catawba,23954,44386,35.1,64.9
NC,Chatham,18252,16578,52.4,47.6
NC,Cherokee,3339,9201,26.6,73.4
NC,Chowan,3507,3872,47.5,52.5
NC,Clay,1573,3952,28.5,71.5
NC,Cleveland,16734,25440,39.7,60.3
NC,Columbus,10973,12863,46.0,54.0
NC,Craven,18556,26654,41.0,59.0
NC,Cumberland,74991,50191,59.9,40.1
NC,Currituck,3521,7431,32.1,67.9
NC,Dare,7258,10102,41.8,58.2
NC,Davidson,20291,48935,29.3,70.7
NC,Davie,5652,14568,28.0,72.0
NC,Duplin,8923,11330,44.1,55.9
NC,Durham,109185,33326,76.6,23.4
NC,Edgecombe,18249,8494,68.2,31.8
NC,Forsyth,91606,79177,53.6,46.4
NC,Franklin,13317,14480,47.9,52.1
NC,Gaston,32903,55817,37.1,62.9
NC,Gates,2745,2532,52.0,48.0
NC,Graham,1115,2743,28.9,71.1
NC,Granville,13529,12332,52.3,47.7
NC,Greene,3761,4393,46.1,53.9
NC,Guilford,145483,103964,58.3,41.7
NC,Halifax,16931,8686,66.1,33.9
NC,Harnett,16858,25070,40.2,59.8
NC,Haywood,11742,15553,43.0,57.0
NC,Henderson,18519,32860,36.0,64.0
NC,Hertford,7815,3001,72.3,27.7
NC,Hoke,9915,6721,59.6,40.4
NC,Hyde,1157,1183,49.4,50.6
NC,Iredell,25952,49071,34.6,65.4
NC,Jackson,8052,8224,49.5,50.5
NC,Johnston,27052,48206,35.9,64.1
NC,Jones,2335,2825,45.3,54.7
NC,Lee,10577,13000,44.9,55.1
NC,Lenoir,13350,13763,49.2,50.8
NC,Lincoln,10980,25184,30.4,69.6
NC,McDowell,6006,11732,33.9,66.1
NC,Macon,5692,10817,34.5,65.5
NC,Madison,4466,5379,45.4,54.6
NC,Martin,6514,5963,52.2,47.8
NC,Mecklenburg,270705,170490,61.4,38.6
NC,Mitchell,1810,5778,23.9,76.1
NC,Montgomery,4689,6389,42.3,57.7
NC,Moore,16371,29336,35.8,64.2
NC,Nash,24214,23769,50.5,49.5
NC,New Hanover,48038,52792,47.6,52.4
NC,Northampton,7210,3474,67.5,32.5
NC,Onslow,18115,31695,36.4,63.6
NC,Orange,53404,21398,71.4,28.6
NC,Pamlico,2632,4032,39.5,60.5
NC,Pasquotank,9970,7216,58.0,42.0
NC,Pender,9455,14368,39.7,60.3
NC,Perquimans,2747,3814,41.9,58.1
NC,Person,8384,10467,44.5,55.5
NC,Pitt,40701,35534,53.4,46.6
NC,Polk,4000,6219,39.1,60.9
NC,Randolph,14675,44913,24.6,75.4
NC,Richmond,9747,9236,51.3,48.7
NC,Robeson,23957,17093,58.4,41.6
NC,Rockingham,16170,25037,39.2,60.8
NC,Rowan,22529,38622,36.8,63.2
NC,Rutherford,9277,18797,33.0,67.0
NC,Sampson,11496,14358,44.5,55.5
NC,Scotland,8131,5799,58.4,41.6
NC,Stanly,8287,19698,29.6,70.4
NC,Stokes,5969,15142,28.3,71.7
NC,Surry,9005,19753,31.3,68.7
NC,Swain,2618,2976,46.8,53.2
NC,Transylvania,6740,9522,41.4,58.6
NC,Tyrrell,835,929,47.3,52.7
NC,Union,32032,60468,34.6,65.4
NC,Vance,13286,7406,64.2,35.8
NC,Wake,286939,232933,55.2,44.8
NC,Warren,6635,3111,68.1,31.9
NC,Washington,3811,2615,59.3,40.7
NC,Watauga,13371,14124,48.6,51.4
NC,Wayne,23154,27536,45.7,54.3
NC,Wilkes,8089,20410,28.4,71.6
NC,Wilson,20745,17904,53.7,46.3
NC,Yadkin,3928,12500,23.9,76.1
NC,Yancey,3954,5249,43.0,57.0
ND,North Dakota,124490,187586,39.9,60.1
ND,Adams,328,916,26.4,73.6
ND,Barnes,2389,2953,44.7,55.3
ND,Benson,1232,867,58.7,41.3
ND,Billings,89,472,15.9,84.1
ND,Bottineau,1163,2246,34.1,65.9
ND,Bowman,412,1277,24.4,75.6
ND,Burke,230,766,23.1,76.9
ND,Burleigh,14036,27811,33.5,66.5
ND,Cass,34632,36792,48.5,51.5
ND,Cavalier,818,1192,40.7,59.3
ND,Dickey,849,1601,34.7,65.3
ND,Divide,382,731,34.3,65.7
ND,Dunn,493,1494,24.8,75.2
ND,Eddy,484,631,43.4,56.6
ND,Emmons,383,1430,21.1,78.9
ND,Foster,604,1028,37.0,63.0
ND,Golden Valley,161,740,17.9,82.1
ND,Grand Forks,14008,15044,48.2,51.8
ND,Grant,331,1012,24.6,75.4
ND,Griggs,535,770,41.0,59.0
ND,Hettinger,313,998,23.9,76.1
ND,Kidder,393,870,31.1,68.9
ND,LaMoure,737,1374,34.9,65.1
ND,Logan,221,799,21.7,78.3
ND,McHenry,924,1651,35.9,64.1
ND,McIntosh,456,1028,30.7,69.3
ND,McKenzie,926,2450,27.4,72.6
ND,McLean,1660,3130,34.7,65.3
ND,Mercer,1161,3132,27.0,73.0
ND,Morton,4467,8669,34.0,66.0
ND,Mountrail,1401,1960,41.7,58.3
ND,Nelson,766,862,47.1,52.9
ND,Oliver,281,693,28.9,71.1
ND,Pembina,1245,1893,39.7,60.3
ND,Pierce,656,1462,31.0,69.0
ND,Ramsey,2162,2659,44.8,55.2
ND,Ransom,1341,1008,57.1,42.9
ND,Renville,398,850,31.9,68.1
ND,Richland,3190,4213,43.1,56.9
ND,Rolette,3351,1090,75.5,24.5
ND,Sargent,1073,876,55.1,44.9
ND,Sheridan,161,637,20.2,79.8
ND,Sioux,900,223,80.1,19.9
ND,Slope,83,341,19.6,80.4
ND,Stark,2805,8509,24.8,75.2
ND,Steele,515,495,51.0,49.0
ND,Stutsman,3561,5641,38.7,61.3
ND,Towner,511,619,45.2,54.8
ND,Traill,1784,1963,47.6,52.4
ND,Walsh,2118,2809,43.0,57.0
ND,Ward,8412,16176,34.2,65.8
ND,Wells,671,1646,29.0,71.0
ND,Williams,2288,7087,24.4,75.6
NE,Nebraska,289154,462972,38.4,61.6
NE,Adams,3991,8235,32.6,67.4
NE,Antelope,571,2585,18.1,81.9
NE,Arthur,30,227,11.7,88.3
NE,Banner,55,339,14.0,86.0
NE,Blaine,29,268,9.8,90.2
NE,Boone,615,2136,22.4,77.6
NE,Box Butte,1634,2795,36.9,63.1
NE,Boyd,186,852,17.9,82.1
NE,Brown,223,1298,14.7,85.3
NE,Buffalo,5266,13378,28.2,71.8
NE,Burt,1280,2016,38.8,61.2
NE,Butler,1028,2729,27.4,72.6
NE,Cass,4298,7453,36.6,63.4
NE,Cedar,952,3231,22.8,77.2
NE,Chase,252,1573,13.8,86.2
NE,Cherry,436,2557,14.6,85.4
NE,Cheyenne,983,3134,23.9,76.1
NE,Clay,662,2213,23.0,77.0
NE,Colfax,959,2045,31.9,68.1
NE,Cuming,1015,2858,26.2,73.8
NE,Custer,1066,4251,20.0,80.0
NE,Dakota,2831,3048,48.2,51.8
NE,Dawes,1102,2435,31.2,68.8
NE,Dawson,2157,5370,28.7,71.3
NE,Deuel,215,763,22.0,78.0
NE,Dixon,870,1745,33.3,66.7
NE,Dodge,5588,8937,38.5,61.5
NE,Douglas,99261,108319,47.8,52.2
NE,Dundy,176,791,18.2,81.8
NE,Fillmore,794,1972,28.7,71.3
NE,Franklin,381,1110,25.6,74.4
NE,Frontier,381,1005,27.5,72.5
NE,Furnas,422,1767,19.3,80.7
NE,Gage,3870,5470,41.4,58.6
NE,Garden,242,829,22.6,77.4
NE,Garfield,147,762,16.2,83.8
NE,Gosper,230,732,23.9,76.1
NE,Grant,30,322,8.5,91.5
NE,Greeley,340,820,29.3,70.7
NE,Hall,6971,12412,36.0,64.0
NE,Hamilton,1136,3582,24.1,75.9
NE,Harlan,311,1248,19.9,80.1
NE,Hayes,50,473,9.6,90.4
NE,Hitchcock,310,1386,18.3,81.7
NE,Holt,862,3789,18.5,81.5
NE,Hooker,59,330,15.2,84.8
NE,Howard,914,1890,32.6,67.4
NE,Jefferson,1185,2156,35.5,64.5
NE,Johnson,790,1223,39.2,60.8
NE,Kearney,761,2341,24.5,75.5
NE,Keith,920,3036,23.3,76.7
NE,Keya Paha,80,392,16.9,83.1
NE,Kimball,391,1222,24.2,75.8
NE,Knox,1055,2878,26.8,73.2
NE,Lancaster,59970,61177,49.5,50.5
NE,Lincoln,4350,10545,29.2,70.8
NE,Logan,68,356,16.0,84.0
NE,Loup,62,290,17.6,82.4
NE,McPherson,41,237,14.7,85.3
NE,Madison,3368,9874,25.4,74.6
NE,Merrick,921,2477,27.1,72.9
NE,Morrill,450,1658,21.3,78.7
NE,Nance,477,1098,30.3,69.7
NE,Nemaha,1089,1979,35.5,64.5
NE,Nuckolls,567,1563,26.6,73.4
NE,Otoe,2542,4226,37.6,62.4
NE,Pawnee,396,897,30.6,69.4
NE,Perkins,237,1133,17.3,82.7
NE,Phelps,875,3372,20.6,79.4
NE,Pierce,637,2707,19.0,81.0
NE,Platte,3095,9963,23.7,76.3
NE,Polk,527,1886,21.8,78.2
NE,Red Willow,940,3855,19.6,80.4
NE,Richardson,1180,2407,32.9,67.1
NE,Rock,103,669,13.3,86.7
NE,Saline,2232,2518,47.0,53.0
NE,Sarpy,24709,40318,38.0,62.0
NE,Saunders,3279,6725,32.8,67.2
NE,Scotts Bluff,4193,9427,30.8,69.2
NE,Seward,2362,4947,32.3,67.7
NE,Sheridan,389,2010,16.2,83.8
NE,Sherman,549,919,37.4,62.6
NE,Sioux,101,623,14.0,86.0
NE,Stanton,607,1945,23.8,76.2
NE,Thayer,724,1853,28.1,71.9
NE,Thomas,42,360,10.4,89.6
NE,Thurston,1153,823,58.4,41.6
NE,Valley,494,1643,23.1,76.9
NE,Washington,3103,6857,31.2,68.8
NE,Wayne,1074,2493,30.1,69.9
NE,Webster,440,1255,26.0,74.0
NE,Wheeler,93,345,21.2,78.8
NE,York,1352,4814,21.9,78.1
NH,New Hampshire,368529,327870,52.9,47.1
NH,Acworth,316,212,59.8,40.2
NH,Albany,235,157,59.9,40.1
NH,Alexandria,472,432,52.2,47.8
NH,Allenstown,1149,981,53.9,46.1
NH,Alstead,634,383,62.3,37.7
NH,Alton,1207,2147,36.0,64.0
NH,Amherst,3501,3906,47.3,52.7
NH,Andover,777,571,57.6,42.4
NH,Antrim,810,655,55.3,44.7
NH,Ashland,587,522,52.9,47.1
NH,Atkinson,1630,2691,37.7,62.3
NH,Auburn,1219,1996,37.9,62.1
NH,Barnstead,1125,1254,47.3,52.7
NH,Barrington,2577,2271,53.2,46.8
NH,Bartlett,1039,774,57.3,42.7
NH,Bath,264,272,49.3,50.7
NH,Bedford,4713,7990,37.1,62.9
NH,Belmont,1782,1816,49.5,50.5
NH,Bennington,395,363,52.1,47.9
NH,Benton,79,96,45.1,54.9
NH,Berlin,2863,1248,69.6,30.4
NH,Bethlehem,862,534,61.7,38.3
NH,Boscawen,1000,766,56.6,43.4
NH,Bow,2509,2352,51.6,48.4
NH,Bradford,503,456,52.5,47.5
NH,Brentwood,1093,1301,45.7,54.3
NH,Bridgewater,343,352,49.4,50.6
NH,Bristol,779,821,48.7,51.3
NH,Brookfield,171,251,40.5,59.5
NH,Brookline,1278,1623,44.1,55.9
NH,Campton,1050,765,57.9,42.1
NH,Canaan,1089,709,60.6,39.4
NH,Candia,937,1528,38.0,62.0
NH,Canterbury,905,629,59.0,41.0
NH,Carroll,274,226,54.8,45.2
NH,Center Harbor,308,406,43.1,56.9
NH,Charlestown,1365,856,61.5,38.5
NH,Chatham,105,110,48.8,51.2
NH,Chester,1082,1622,40.0,60.0
NH,Chesterfield,1251,911,57.9,42.1
NH,Chichester,731,784,48.3,51.7
NH,Claremont,3352,2147,61.0,39.0
NH,Clarksville,72,83,46.5,53.5
NH,Colebrook,472,506,48.3,51.7
NH,Columbia,155,183,45.9,54.1
NH,Concord,14097,7252,66.0,34.0
NH,Conway,2982,2144,58.2,41.8
NH,Cornish,635,395,61.7,38.3
NH,Croydon,196,233,45.7,54.3
NH,Dalton,241,240,50.1,49.9
NH,Danbury,307,313,49.5,50.5
NH,Danville,983,1356,42.0,58.0
NH,Deerfield,1133,1485,43.3,56.7
NH,Deering,508,505,50.1,49.9
NH,Derry,7573,8309,47.7,52.3
NH,Dixville,5,5,50.0,50.0
NH,Dorchester,92,97,48.7,51.3
NH,Dover,9724,6162,61.2,38.8
NH,Dublin,671,375,64.1,35.9
NH,Dummer,84,79,51.5,48.5
NH,Dunbarton,794,958,45.3,54.7
NH,Durham,5074,2217,69.6,30.4
NH,East Kingston,592,916,39.3,60.7
NH,Easton,122,63,65.9,34.1
NH,Eaton,163,119,57.8,42.2
NH,Effingham,380,393,49.2,50.8
NH,Ellsworth,32,19,62.7,37.3
NH,Enfield,1542,843,64.7,35.3
NH,Epping,1793,1697,51.4,48.6
NH,Epsom,1195,1333,47.3,52.7
NH,Errol,81,96,45.8,54.2
NH,Exeter,5194,3614,59.0,41.0
NH,Farmington,1545,1429,52.0,48.0
NH,Fitzwilliam,753,550,57.8,42.2
NH,Francestown,538,449,54.5,45.5
NH,Franconia,479,276,63.4,36.6
NH,Franklin,2059,1570,56.7,43.3
NH,Freedom,438,478,47.8,52.2
NH,Fremont,1039,1380,43.0,57.0
NH,Gilford,2133,2448,46.6,53.4
NH,Gilmanton,1013,1151,46.8,53.2
NH,Gilsum,231,192,54.6,45.4
NH,Goffstown,4231,4856,46.6,53.4
NH,Gorham,1020,524,66.1,33.9
NH,Goshen,227,202,52.9,47.1
NH,Grafton,339,315,51.8,48.2
NH,Grantham,1144,831,57.9,42.1
NH,Greenfield,461,394,53.9,46.1
NH,Greenland,1355,1159,53.9,46.1
NH,Greenville,509,424,54.6,45.4
NH,Groton,139,155,47.3,52.7
NH,Hampstead,2012,3217,38.5,61.5
NH,Hampton,4843,4742,50.5,49.5
NH,Hampton Falls,548,917,37.4,62.6
NH,Hancock,738,465,61.3,38.7
NH,Hanover,5469,1727,76.0,24.0
NH,Harrisville,478,208,69.7,30.3
NH,Harts Location,23,9,71.9,28.1
NH,Haverhill,974,975,50.0,50.0
NH,Hebron,171,222,43.5,56.5
NH,Henniker,1515,1009,60.0,40.0
NH,Hill,286,267,51.7,48.3
NH,Hillsborough,1490,1213,55.1,44.9
NH,Hinsdale,1227,504,70.9,29.1
NH,Holderness,755,547,58.0,42.0
NH,Hollis,2289,2785,45.1,54.9
NH,Hooksett,3319,3968,45.5,54.5
NH,Hopkinton,2264,1471,60.6,39.4
NH,Hudson,5451,5174,51.3,48.7
NH,Jackson,423,259,62.0,38.0
NH,Jaffrey,1538,1235,55.5,44.5
NH,Jefferson,274,311,46.8,53.2
NH,Keene,8667,3592,70.7,29.3
NH,Kensington,587,739,44.3,55.7
NH,Kingston,1518,1854,45.0,55.0
NH,Laconia,3932,3856,50.5,49.5
NH,Lancaster,864,742,53.8,46.2
NH,Landaff,133,109,55.0,45.0
NH,Langdon,223,164,57.6,42.4
NH,Lebanon,4772,2060,69.8,30.2
NH,Lee,1621,921,63.8,36.2
NH,Lempster,294,316,48.2,51.8
NH,Lincoln,446,337,57.0,43.0
NH,Lisbon,386,322,54.5,45.5
NH,Litchfield,1956,2703,42.0,58.0
NH,Littleton,1566,1293,54.8,45.2
NH,Londonderry,5660,7295,43.7,56.3
NH,Loudon,1414,1546,47.8,52.2
NH,Lyman,161,140,53.5,46.5
NH,Lyme,932,274,77.3,22.7
NH,Lyndeborough,535,480,52.7,47.3
NH,Madbury,673,466,59.1,40.9
NH,Madison,793,596,57.1,42.9
NH,Manchester,25676,20809,55.2,44.8
NH,Marlborough,801,348,69.7,30.3
NH,Marlow,262,154,63.0,37.0
NH,Mason,331,476,41.0,59.0
NH,Meredith,1853,2088,47.0,53.0
NH,Merrimack,6797,7678,47.0,53.0
NH,Middleton,416,439,48.7,51.3
NH,Milan,435,283,60.6,39.4
NH,Milford,3940,3773,51.1,48.9
NH,Millsfield,5,16,23.8,76.2
NH,Milton,1104,1124,49.6,50.4
NH,Monroe,216,267,44.7,55.3
NH,Mont Vernon,691,775,47.1,52.9
NH,Moultonborough,1204,1822,39.8,60.2
NH,Nashua,23213,17506,57.0,43.0
NH,Nelson,295,150,66.3,33.7
NH,New Boston,1399,1736,44.6,55.4
NH,Newbury,664,680,49.4,50.6
NH,New Castle,396,419,48.6,51.4
NH,New Durham,699,889,44.0,56.0
NH,Newfields,564,521,52.0,48.0
NH,New Hampton,646,636,50.4,49.6
NH,Newington,262,298,46.8,53.2
NH,New Ipswich,819,1688,32.7,67.3
NH,New London,1737,1384,55.7,44.3
NH,Newmarket,3230,1893,63.0,37.0
NH,Newport,1448,1310,52.5,47.5
NH,Newton,1104,1395,44.2,55.8
NH,Northfield,1242,1013,55.1,44.9
NH,North Hampton,1462,1558,48.4,51.6
NH,Northumberland,621,366,62.9,37.1
NH,Northwood,1198,1189,50.2,49.8
NH,Nottingham,1364,1379,49.7,50.3
NH,Orange,107,72,59.8,40.2
NH,Orford,455,239,65.6,34.4
NH,Ossipee,961,1142,45.7,54.3
NH,Pelham,2870,4184,40.7,59.3
NH,Pembroke,2102,1729,54.9,45.1
NH,Peterborough,2479,1309,65.4,34.6
NH,Piermont,255,161,61.3,38.7
NH,Pittsburg,180,317,36.2,63.8
NH,Pittsfield,959,936,50.6,49.4
NH,Plainfield,976,457,68.1,31.9
NH,Plaistow,1709,2387,41.7,58.3
NH,Plymouth,2313,1111,67.6,32.4
NH,Portsmouth,8828,4088,68.3,31.7
NH,Randolph,172,77,69.1,30.9
NH,Raymond,2289,2632,46.5,53.5
NH,Richmond,330,325,50.4,49.6
NH,Rindge,1410,1716,45.1,54.9
NH,Rochester,7493,6816,52.4,47.6
NH,Rollinsford,837,680,55.2,44.8
NH,Roxbury,110,41,72.8,27.2
NH,Rumney,411,438,48.4,51.6
NH,Rye,1930,1873,50.7,49.3
NH,Salem,6026,8285,42.1,57.9
NH,Salisbury,400,387,50.8,49.2
NH,Sanbornton,888,913,49.3,50.7
NH,Sandown,1298,1922,40.3,59.7
NH,Sandwich,609,403,60.2,39.8
NH,Seabrook,2030,2211,47.9,52.1
NH,Sharon,162,91,64.0,36.0
NH,Shelburne,139,118,54.1,45.9
NH,Somersworth,3028,2151,58.5,41.5
NH,South Hampton,240,322,42.7,57.3
NH,Springfield,365,398,47.8,52.2
NH,Stark,164,133,55.2,44.8
NH,Stewartstown,161,193,45.5,54.5
NH,Stoddard,403,337,54.5,45.5
NH,Strafford,1235,1214,50.4,49.6
NH,Stratford,167,105,61.4,38.6
NH,Stratham,2411,2395,50.2,49.8
NH,Sugar Hill,248,153,61.8,38.2
NH,Sullivan,221,148,59.9,40.1
NH,Sunapee,916,1075,46.0,54.0
NH,Surry,270,219,55.2,44.8
NH,Sutton,654,545,54.5,45.5
NH,Swanzey,2133,1497,58.8,41.2
NH,Tamworth,843,718,54.0,46.0
NH,Temple,435,413,51.3,48.7
NH,Thornton,743,611,54.9,45.1
NH,Tilton,997,853,53.9,46.1
NH,Troy,553,413,57.2,42.8
NH,Tuftonboro,671,984,40.5,59.5
NH,Unity,424,359,54.2,45.8
NH,Wakefield,1083,1448,42.8,57.2
NH,Walpole,1284,793,61.8,38.2
NH,Warner,938,694,57.5,42.5
NH,Warren,233,206,53.1,46.9
NH,Washington,285,314,47.6,52.4
NH,Waterville,136,105,56.4,43.6
NH,Weare,2105,2592,44.8,55.2
NH,Webster,623,496,55.7,44.3
NH,Wentworth,218,260,45.6,54.4
NH,Wentworth's Location,9,13,40.9,59.1
NH,Westmoreland,676,411,62.2,37.8
NH,Whitefield,633,478,57.0,43.0
NH,Wilmot,492,361,57.7,42.3
NH,Wilton,1137,1022,52.7,47.3
NH,Winchester,1131,633,64.1,35.9
NH,Windham,2964,5224,36.2,63.8
NH,Windsor,42,66,38.9,61.1
NH,Wolfeboro,1854,2400,43.6,56.4
NH,Woodstock,456,307,59.8,40.2
NJ,New Jersey,1960744,1383233,58.6,41.4
NJ,Atlantic,59509,41918,58.7,41.3
NJ,Bergen,193470,155267,55.5,44.5
NJ,Burlington,115951,79110,59.4,40.6
NJ,Camden,137795,63329,68.5,31.5
NJ,Cape May,21275,25488,45.5,54.5
NJ,Cumberland,30172,18767,61.7,38.3
NJ,Essex,217950,61595,78.0,22.0
NJ,Gloucester,72960,58915,55.3,44.7
NJ,Hudson,136239,38082,78.2,21.8
NJ,Hunterdon,25148,36979,40.5,59.5
NJ,Mercer,94300,43155,68.6,31.4
NJ,Middlesex,179515,102472,63.7,36.3
NJ,Monmouth,125471,140376,47.2,52.8
NJ,Morris,90313,114265,44.1,55.9
NJ,Ocean,96500,138594,41.0,59.0
NJ,Passaic,104057,59181,63.7,36.3
NJ,Salem,14456,14214,50.4,49.6
NJ,Somerset,70168,63159,52.6,47.4
NJ,Sussex,23406,37215,38.6,61.4
NJ,Union,134220,66457,66.9,33.1
NJ,Warren,17869,24695,42.0,58.0
NM,New Mexico,408312,331915,55.2,44.8
NM,Bernalillo,147183,104242,58.5,41.5
NM,Catron,557,1474,27.4,72.6
NM,Chaves,6621,13271,33.3,66.7
NM,Cibola,4907,2966,62.3,37.7
NM,Colfax,2879,2763,51.0,49.0
NM,Curry,3956,9150,30.2,69.8
NM,DeBaca,287,586,32.9,67.1
NM,Dona Ana,36778,26988,57.7,42.3
NM,Eddy,6110,12546,32.8,67.2
NM,Grant,7009,5286,57.0,43.0
NM,Guadalupe,1388,518,72.8,27.2
NM,Harding,260,326,44.4,55.6
NM,Hidalgo,994,895,52.6,47.4
NM,Lea,4068,12480,24.6,75.4
NM,Lincoln,2931,5940,33.0,67.0
NM,Los Alamos,5191,4796,52.0,48.0
NM,Luna,3573,3654,49.4,50.6
NM,McKinley,15363,5420,73.9,26.1
NM,Mora,1952,591,76.8,23.2
NM,Otero,6715,12219,35.5,64.5
NM,Quay,1382,2194,38.6,61.4
NM,Rio Arriba,11389,3373,77.2,22.8
NM,Roosevelt,1719,4032,29.9,70.1
NM,Sandoval,26831,24124,52.7,47.3
NM,San Juan,15688,28779,35.3,64.7
NM,San Miguel,8754,2281,79.3,20.7
NM,Santa Fe,49668,15145,76.6,23.4
NM,Sierra,1963,2928,40.1,59.9
NM,Socorro,3983,2698,59.6,40.4
NM,Taos,11855,2710,81.4,18.6
NM,Torrance,2414,3521,40.7,59.3
NM,Union,471,1231,27.7,72.3
NM,Valencia,13473,12788,51.3,48.7
NV,Nevada,528801,462422,53.3,46.7
NV,Carson City,10290,12394,45.4,54.6
NV,Churchill,2961,7061,29.5,70.5
NV,Clark,387978,288223,57.4,42.6
NV,Douglas,9288,16264,36.3,63.7
NV,Elko,3510,12013,22.6,77.4
NV,Esmeralda,92,317,22.5,77.5
NV,Eureka,107,663,13.9,86.1
NV,Humboldt,1737,3810,31.3,68.7
NV,Lander,534,1580,25.3,74.7
NV,Lincoln,400,1691,19.1,80.9
NV,Lyon,7380,13520,35.3,64.7
NV,Mineral,863,1080,44.4,55.6
NV,Nye,6320,10566,37.4,62.6
NV,Pershing,632,1167,35.1,64.9
NV,Storey,920,1321,41.1,58.9
NV,Washoe,94806,88151,51.8,48.2
NV,White Pine,983,2601,27.4,72.6
NY,New York,3875826,2226637,63.5,36.5
NY,Albany,80891,42029,65.8,34.2
NY,Allegany,5658,9609,37.1,62.9
NY,Bronx,288378,26304,91.6,8.4
NY,Brooklyn,503291,108630,82.2,17.8
NY,Broome,38315,34878,52.3,47.7
NY,Cattaraugus,11695,15406,43.2,56.8
NY,Cayuga,14162,11355,55.5,44.5
NY,Chautauqua,21815,25795,45.8,54.2
NY,Chemung,15285,16207,48.5,51.5
NY,Chenango,8340,8933,48.3,51.7
NY,Clinton,17123,10054,63.0,37.0
