State,County,Obama,Romney,obama_rate,romney_rate
LA,Calcasieu,28357,51844,35.4,64.6
LA,Caldwell,1016,3640,21.8,78.2
LA,Cameron,408,3260,11.1,88.9
LA,Catahoula,1408,2744,33.9,66.1
LA,Claiborne,3014,3649,45.2,54.8
LA,Concordia,3833,5450,41.3,58.7
LA,DeSoto,5552,7353,43.0,57.0
LA,East Baton Rouge,102460,92235,52.6,47.4
LA,East Carroll,2244,1122,66.7,33.3
LA,East Feliciana,4648,5397,46.3,53.7
LA,Evangeline,5330,10176,34.4,65.6
LA,Franklin,2921,6294,31.7,68.3
LA,Grant,1421,7082,16.7,83.3
LA,Iberia,12129,20890,36.7,63.3
LA,Iberville,9548,7271,56.8,43.2
LA,Jackson,2305,5132,31.0,69.0
LA,Jefferson,70000,102325,40.6,59.4
LA,Jeff Davis,3483,10014,25.8,74.2
LA,Lafayette,31766,64989,32.8,67.2
LA,Lafourche,9543,28332,25.2,74.8
LA,LaSalle,764,5726,11.8,88.2
LA,Lincoln,7947,10731,42.5,57.5
LA,Livingston,7448,45488,14.1,85.9
LA,Madison,3154,2000,61.2,38.8
LA,Morehouse,5887,6591,47.2,52.8
LA,Natchitoches,7941,9077,46.7,53.3
LA,Orleans,126199,27967,81.9,18.1
LA,Ouachita,26629,40927,39.4,60.6
LA,Plaquemines,3597,6469,35.7,64.3
LA,Pointe Coupee,5436,6548,45.4,54.6
LA,Rapides,20040,37187,35.0,65.0
LA,Red River,2253,2483,47.6,52.4
LA,Richland,4074,7316,35.8,64.2
LA,Sabine,2194,7735,22.1,77.9
LA,St. Bernard,5052,8497,37.3,62.7
LA,St. Charles,8894,15936,35.8,64.2
LA,St. Helena,4233,2756,60.6,39.4
LA,St. James,7055,5209,57.5,42.5
LA,St. John the Baptist,13178,7620,63.4,36.6
LA,St. Landry,19668,21475,47.8,52.2
LA,St. Martin,9419,15653,37.6,62.4
LA,St. Mary,9448,13883,40.5,59.5
LA,St. Tammany,25723,84710,23.3,76.7
LA,Tangipahoa,17720,31583,35.9,64.1
LA,Tensas,1564,1230,56.0,44.0
LA,Terrebonne,12071,29500,29.0,71.0
LA,Union,3075,7561,28.9,71.1
LA,Vermilion,5718,18909,23.2,76.8
LA,Vernon,3173,12146,20.7,79.3
LA,Washington,6351,11470,35.6,64.4
LA,Webster,6802,11397,37.4,62.6
LA,West Baton Rouge,5692,6920,45.1,54.9
LA,West Carroll,853,3628,19.0,81.0
LA,West Feliciana,2441,3257,42.8,57.2
LA,Winn,1919,4539,29.7,70.3
MA,Massachusetts,1901276,1178245,61.7,38.3
MA,Abington,4104,4051,50.3,49.7
MA,Acton,7779,3851,66.9,33.1
MA,Acushnet,3021,2183,58.1,41.9
MA,Adams,3010,818,78.6,21.4
MA,Agawam,7288,6870,51.5,48.5
MA,Alford,233,64,78.5,21.5
MA,Amesbury,4817,3446,58.3,41.7
MA,Amherst,12316,1872,86.8,13.2
MA,Andover,9287,9053,50.6,49.4
MA,Aquinnah,251,38,86.9,13.1
MA,Arlington,18580,6659,73.6,26.4
MA,Ashburnham,1621,1529,51.5,48.5
MA,Ashby,827,961,46.3,53.7
MA,Ashfield,892,187,82.7,17.3
MA,Ashland,4954,3407,59.3,40.7
MA,Athol,2525,2070,55.0,45.0
MA,Attleboro,10369,8406,55.2,44.8
MA,Auburn,4495,4116,52.2,47.8
MA,Avon,1221,1131,51.9,48.1
MA,Ayer,2023,1557,56.5,43.5
MA,Barnstable,12842,12290,51.1,48.9
MA,Barre,1343,1279,51.2,48.8
MA,Becket,684,259,72.5,27.5
MA,Bedford,4436,3046,59.3,40.7
MA,Belchertown,4542,2886,61.1,38.9
MA,Bellingham,4256,1119,79.2,20.8
MA,Belmont,9108,4728,65.8,34.2
MA,Berkley,1569,1686,48.2,51.8
MA,Berlin,917,830,52.5,47.5
MA,Bernardston,809,329,71.1,28.9
MA,Beverly,12075,8304,59.3,40.7
MA,Billerica,9774,9925,49.6,50.4
MA,Blackstone,2221,2027,52.3,47.7
MA,Blandford,300,348,46.3,53.7
MA,Bolton,1537,1457,51.3,48.7
MA,Boston,196096,48227,80.3,19.7
MA,Bourne,4719,5252,47.3,52.7
MA,Boxborough,1737,1134,60.5,39.5
MA,Boxford,2049,3032,40.3,59.7
MA,Boylston,1284,1341,48.9,51.1
MA,Braintree,10015,9217,52.1,47.9
MA,Brewster,3669,2748,57.2,42.8
MA,Bridgewater,5774,6089,48.7,51.3
MA,Brimfield,897,1094,45.1,54.9
MA,Brockton,25140,8668,74.4,25.6
MA,Brookfield,822,853,49.1,50.9
MA,Brookline,21761,5717,79.2,20.8
MA,Buckland,750,252,74.9,25.1
MA,Burlington,6971,6187,53.0,47.0
MA,Cambridge,41991,5340,88.7,11.3
MA,Canton,6430,5752,52.8,47.2
MA,Carlisle,1959,1318,59.8,40.2
MA,Carver,2870,3107,48.0,52.0
MA,Charlemont,456,166,73.3,26.7
MA,Charlton,2910,3660,44.3,55.7
MA,Chatham,2287,2278,50.1,49.9
MA,Chelmsford,9606,9534,50.2,49.8
MA,Chelsea,6760,1510,81.7,18.3
MA,Cheshire,1216,493,71.2,28.8
MA,Chester,331,305,52.0,48.0
MA,Chesterfield,455,228,66.6,33.4
MA,Chicopee,14292,8237,63.4,36.6
MA,Chilmark,585,127,82.2,17.8
MA,Clarksburg,613,232,72.5,27.5
MA,Clinton,3492,2451,58.8,41.2
MA,Cohasset,2226,2595,46.2,53.8
MA,Colrain,618,232,72.7,27.3
MA,Concord,7282,3509,67.5,32.5
MA,Conway,926,288,76.3,23.7
MA,Cummington,368,139,72.6,27.4
MA,Dalton,2433,888,73.3,26.7
MA,Danvers,7344,6984,51.3,48.7
MA,Dartmouth,9817,5964,62.2,37.8
MA,Dedham,7718,5719,57.4,42.6
MA,Deerfield,2103,839,71.5,28.5
MA,Dennis,4892,4244,53.5,46.5
MA,Dighton,1743,1842,48.6,51.4
MA,Douglas,1894,2542,42.7,57.3
MA,Dover,1531,2004,43.3,56.7
MA,Dracut,6925,8026,46.3,53.7
MA,Dudley,2466,2544,49.2,50.8
MA,Dunstable,819,1034,44.2,55.8
MA,Duxbury,4244,5325,44.4,55.6
MA,East Bridgewater,3340,3867,46.3,53.7
MA,East Brookfield,469,662,41.5,58.5
MA,Eastham,2187,1446,60.2,39.8
MA,Easthampton,6281,2463,71.8,28.2
MA,East Longmeadow,4085,4523,47.5,52.5
MA,Easton,5690,6162,48.0,52.0
MA,Edgartown,1699,827,67.3,32.7
MA,Egremont,676,151,81.7,18.3
MA,Erving,557,200,73.6,26.4
MA,Essex,1154,962,54.5,45.5
MA,Everett,9392,3582,72.4,27.6
MA,Fairhaven,5019,3082,62.0,38.0
MA,Fall River,21724,7323,74.8,25.2
MA,Falmouth,11013,8130,57.5,42.5
MA,Fitchburg,8504,5574,60.4,39.6
MA,Florida,254,127,66.7,33.3
MA,Foxborough,4745,4798,49.7,50.3
MA,Framingham,18340,8938,67.2,32.8
MA,Franklin,8589,8549,50.1,49.9
MA,Freetown,2301,2241,50.7,49.3
MA,Gardner,4687,3323,58.5,41.5
MA,Georgetown,2272,2577,46.9,53.1
MA,Gill,646,212,75.3,24.7
MA,Gloucester,9680,5511,63.7,36.3
MA,Goshen,395,198,66.6,33.4
MA,Gosnold,49,36,57.6,42.4
MA,Grafton,4853,4427,52.3,47.7
MA,Granby,1862,1570,54.3,45.7
MA,Granville,374,502,42.7,57.3
MA,Great Barrington,2916,595,83.1,16.9
MA,Greenfield,6175,1891,76.6,23.4
MA,Groton,3201,2806,53.3,46.7
MA,Groveland,1824,2080,46.7,53.3
MA,Hadley,2119,886,70.5,29.5
MA,Halifax,997,2065,32.6,67.4
MA,Hamilton,2163,2204,49.5,50.5
MA,Hampden,1286,1569,45.0,55.0
MA,Hancock,228,142,61.6,38.4
MA,Hanover,3342,4910,40.5,59.5
MA,Hanson,2512,2999,45.6,54.4
MA,Hardwick,710,559,55.9,44.1
MA,Harvard,2166,1362,61.4,38.6
MA,Harwich,4376,3607,54.8,45.2
MA,Hatfield,1362,638,68.1,31.9
MA,Haverhill,15342,11758,56.6,43.4
MA,Hawley,126,65,66.0,34.0
MA,Heath,292,124,70.2,29.8
MA,Hingham,6750,7231,48.3,51.7
MA,Hinsdale,728,297,71.0,29.0
MA,Holbrook,3024,2402,55.7,44.3
MA,Holden,5055,5294,48.8,51.2
MA,Holland,593,690,46.2,53.8
MA,Holliston,4621,3502,56.9,43.1
MA,Holyoke,12492,3639,77.4,22.6
MA,Hopedale,1698,1527,52.7,47.3
MA,Hopkinton,4197,4334,49.2,50.8
MA,Hubbardston,1160,1381,45.7,54.3
MA,Hudson,5642,4183,57.4,42.6
MA,Hull,3576,2417,59.7,40.3
MA,Huntington,554,479,53.6,46.4
MA,Ipswich,4417,3742,54.1,45.9
MA,Kingston,3176,3724,46.0,54.0
MA,Lakeville,2411,3301,42.2,57.8
MA,Lancaster,1724,1914,47.4,52.6
MA,Lanesborough,1144,430,72.7,27.3
MA,Lawrence,18240,3459,84.1,15.9
MA,Lee,2150,713,75.1,24.9
MA,Leicester,2744,2667,50.7,49.3
MA,Lenox,2318,675,77.4,22.6
MA,Leominster,9769,8540,53.4,46.6
MA,Leverett,987,183,84.4,15.6
MA,Lexington,12675,5287,70.6,29.4
MA,Leyden,339,115,74.7,25.3
MA,Lincoln,2558,1055,70.8,29.2
MA,Littleton,2915,2357,55.3,44.7
MA,Longmeadow,4851,3662,57.0,43.0
MA,Lowell,22597,10586,68.1,31.9
MA,Ludlow,5233,4295,54.9,45.1
MA,Lunenburg,2748,3038,47.5,52.5
MA,Lynn,22965,8463,73.1,26.9
MA,Lynnfield,2773,4419,38.6,61.4
MA,Malden,14940,5714,72.3,27.7
MA,Manchester,1886,1539,55.1,44.9
MA,Mansfield,5910,5855,50.2,49.8
MA,Marblehead,6824,5422,55.7,44.3
MA,Marion,1725,1456,54.2,45.8
MA,Marlborough,9576,6867,58.2,41.8
MA,Marshfield,7041,7866,47.2,52.8
MA,Mashpee,4133,4058,50.5,49.5
MA,Mattapoisett,2041,1855,52.4,47.6
MA,Maynard,3635,2023,64.2,35.8
MA,Medfield,3448,3864,47.2,52.8
MA,Medford,18613,8294,69.2,30.8
MA,Medway,3615,3519,50.7,49.3
MA,Melrose,9289,5936,61.0,39.0
MA,Mendon,1517,1840,45.2,54.8
MA,Merrimac,1844,1657,52.7,47.3
MA,Methuen,11048,10168,52.1,47.9
MA,Middleborough,5192,6029,46.3,53.7
MA,Middlefield,202,77,72.4,27.6
MA,Middleton,1909,2651,41.9,58.1
MA,Milford,7129,5504,56.4,43.6
MA,Millbury,3410,3262,51.1,48.9
MA,Millis,2421,2232,52.0,48.0
MA,Millville,717,813,46.9,53.1
MA,Milton,9499,6122,60.8,39.2
MA,Monroe,32,21,60.4,39.6
MA,Monson,2176,2032,51.7,48.3
MA,Montague,3213,873,78.6,21.4
MA,Monterey,417,97,81.1,18.9
MA,Montgomery,220,274,44.5,55.5
MA,Mount Washington,83,19,81.4,18.6
MA,Nahant,1371,897,60.4,39.6
MA,Nantucket,3828,2185,63.7,36.3
MA,Natick,11600,6757,63.2,36.8
MA,Needham,10207,6513,61.0,39.0
MA,New Ashford,107,40,72.8,27.2
MA,New Bedford,25205,7541,77.0,23.0
MA,New Braintree,283,257,52.4,47.6
MA,Newbury,2272,2100,52.0,48.0
MA,Newburyport,6784,4059,62.6,37.4
MA,New Marlborough,572,240,70.4,29.6
MA,New Salem,381,205,65.0,35.0
MA,Newton,32099,12154,72.5,27.5
MA,Norfolk,2424,3199,43.1,56.9
MA,North Adams,4427,1144,79.5,20.5
MA,Northampton,13110,2179,85.7,14.3
MA,North Andover,6991,7992,46.7,53.3
MA,North Attleborough,6602,7331,47.4,52.6
MA,Northborough,4387,3872,53.1,46.9
MA,Northbridge,3408,4072,45.6,54.4
MA,North Brookfield,1050,1271,45.2,54.8
MA,Northfield,1115,473,70.2,29.8
MA,North Reading,3986,4641,46.2,53.8
MA,Norton,4454,4449,50.0,50.0
MA,Norwell,2714,3684,42.4,57.6
MA,Norwood,8098,6292,56.3,43.7
MA,Oak Bluffs,1955,795,71.1,28.9
MA,Oakham,509,609,45.5,54.5
MA,Orange,1818,1325,57.8,42.2
MA,Orleans,2496,1922,56.5,43.5
MA,Otis,489,311,61.1,38.9
MA,Oxford,3125,3261,48.9,51.1
MA,Palmer,3020,2482,54.9,45.1
MA,Paxton,1119,1354,45.2,54.8
MA,Peabody,15010,11616,56.4,43.6
MA,Pelham,728,132,84.7,15.3
MA,Pembroke,4574,5073,47.4,52.6
MA,Pepperell,2936,3426,46.1,53.9
MA,Peru,324,136,70.4,29.6
MA,Petersham,451,338,57.2,42.8
MA,Phillipston,464,469,49.7,50.3
MA,Pittsfield,15600,4044,79.4,20.6
MA,Plainfield,286,83,77.5,22.5
MA,Plainville,2068,2269,47.7,52.3
MA,Plymouth,15106,14258,51.4,48.6
MA,Plympton,776,928,45.5,54.5
MA,Princeton,1112,1148,49.2,50.8
MA,Provincetown,2121,210,91.0,9.0
MA,Quincy,24714,14816,62.5,37.5
MA,Randolph,11430,3550,76.3,23.7
MA,Raynham,3217,3657,46.8,53.2
MA,Reading,7447,6640,52.9,47.1
MA,Rehoboth,2912,3246,47.3,52.7
MA,Revere,11141,5560,66.7,33.3
MA,Richmond,688,226,75.3,24.7
MA,Rochester,1362,1704,44.4,55.6
MA,Rockland,4526,3989,53.2,46.8
MA,Rockport,2982,1670,64.1,35.9
MA,Rowe,140,92,60.3,39.7
MA,Rowley,1596,1935,45.2,54.8
MA,Royalston,391,267,59.4,40.6
MA,Russell,388,386,50.1,49.9
MA,Rutland,2071,2329,47.1,52.9
MA,Salem,13429,5635,70.4,29.6
MA,Salisbury,2278,1938,54.0,46.0
MA,Sandisfield,294,154,65.6,34.4
MA,Sandwich,5802,6492,47.2,52.8
MA,Saugus,6957,6557,51.5,48.5
MA,Savoy,241,103,70.1,29.9
MA,Scituate,5528,5659,49.4,50.6
MA,Seekonk,3772,3382,52.7,47.3
MA,Sharon,6558,3659,64.2,35.8
MA,Sheffield,1291,503,72.0,28.0
MA,Shelburne,873,226,79.4,20.6
MA,Sherborn,1430,1179,54.8,45.2
MA,Shirley,1553,1482,51.2,48.8
MA,Shrewsbury,9674,8154,54.3,45.7
MA,Shutesbury,1028,156,86.8,13.2
MA,Somerset,6091,3674,62.4,37.6
MA,Somerville,28467,4865,85.4,14.6
MA,Southampton,1861,1584,54.0,46.0
MA,Southborough,2935,2782,51.3,48.7
MA,Southbridge,4256,2291,65.0,35.0
MA,South Hadley,5362,3252,62.2,37.8
MA,Southwick,2050,2770,42.5,57.5
MA,Spencer,2617,2785,48.4,51.6
MA,Springfield,42963,10372,80.6,19.4
MA,Sterling,2029,2667,43.2,56.8
MA,Stockbridge,944,226,80.7,19.3
MA,Stoneham,6634,5580,54.3,45.7
MA,Stoughton,8119,5591,59.2,40.8
MA,Stow,2348,1831,56.2,43.8
MA,Sturbridge,2514,2615,49.0,51.0
MA,Sudbury,6026,4341,58.1,41.9
MA,Sunderland,1363,404,77.1,22.9
MA,Sutton,2181,3087,41.4,58.6
MA,Swampscott,4899,3202,60.5,39.5
MA,Swansea,4512,3269,58.0,42.0
MA,Taunton,13479,8783,60.5,39.5
MA,Templeton,1857,1851,50.1,49.9
MA,Tewksbury,7540,8332,47.5,52.5
MA,Tisbury,1845,595,75.6,24.4
MA,Tolland,110,155,41.5,58.5
MA,Topsfield,1800,2164,45.4,54.6
MA,Townsend,2087,2725,43.4,56.6
MA,Truro,1041,399,72.3,27.7
MA,Tyngsborough,2837,3361,45.8,54.2
MA,Tyringham,173,85,67.1,32.9
MA,Upton,1985,2132,48.2,51.8
MA,Uxbridge,3325,3728,47.1,52.9
MA,Wakefield,7486,6806,52.4,47.6
MA,Wales,479,434,52.5,47.5
MA,Walpole,6360,7456,46.0,54.0
MA,Waltham,15748,8816,64.1,35.9
MA,Ware,2390,1783,57.3,42.7
MA,Wareham,6069,4632,56.7,43.3
MA,Warren,1219,1002,54.9,45.1
MA,Warwick,334,109,75.4,24.6
MA,Washington,239,69,77.6,22.4
MA,Watertown,11878,4516,72.5,27.5
MA,Wayland,5153,2975,63.4,36.6
MA,Webster,3476,3111,52.8,47.2
MA,Wellesley,8243,6144,57.3,42.7
MA,Wellfleet,1568,619,71.7,28.3
MA,Wendell,425,70,85.9,14.1
MA,Wenham,1058,1265,45.5,54.5
MA,Westborough,4999,3818,56.7,43.3
MA,West Boylston,2029,2083,49.3,50.7
MA,West Bridgewater,1734,2169,44.4,55.6
MA,West Brookfield,964,950,50.4,49.6
MA,Westfield,9228,8178,53.0,47.0
MA,Westford,6385,6295,50.4,49.6
MA,Westhampton,639,385,62.4,37.6
MA,Westminster,1940,2245,46.4,53.6
MA,West Newbury,1383,1347,50.7,49.3
MA,Weston,3390,3159,51.8,48.2
MA,Westport,5074,3372,60.1,39.9
MA,West Springfield,6170,5169,54.4,45.6
MA,West Stockbridge,707,161,81.5,18.5
MA,West Tisbury,1571,371,80.9,19.1
MA,Westwood,4337,4549,48.8,51.2
MA,Weymouth,15130,12341,55.1,44.9
MA,Whately,626,301,67.5,32.5
MA,Whitman,3654,3652,50.0,50.0
MA,Wilbraham,3745,4332,46.4,53.6
MA,Williamsburg,1239,324,79.3,20.7
MA,Williamstown,3012,640,82.5,17.5
MA,Wilmington,5890,6437,47.8,52.2
MA,Winchendon,2142,1933,52.6,47.4
MA,Winchester,7000,5602,55.5,44.5
MA,Windsor,385,127,75.2,24.8
MA,Winthrop,5211,3575,59.3,40.7
MA,Woburn,10291,8707,54.2,45.8
MA,Worcester,40568,17155,70.3,29.7
MA,Worthington,481,208,69.8,30.2
MA,Wrentham,2704,3535,43.3,56.7
MA,Yarmouth,7183,6526,52.4,47.6
MD,Maryland,1527686,904970,62.8,37.2
MD,Allegany,9001,18158,33.1,66.9
MD,Anne Arundel,115960,118165,49.5,50.5
MD,Baltimore,202733,144686,58.4,41.6
MD,Baltimore City,201042,25501,88.7,11.3
MD,Calvert,18963,22413,45.8,54.2
MD,Caroline,4621,7674,37.6,62.4
MD,Carroll,26067,53960,32.6,67.4
MD,Cecil,15489,23660,39.6,60.4
MD,Charles,45621,23637,65.9,34.1
MD,Dorchester,6570,7514,46.6,53.4
MD,Frederick,51187,55495,48.0,52.0
MD,Garrett,2792,9102,23.5,76.5
MD,Harford,46390,69496,40.0,60.0
MD,Howard,84017,54094,60.8,39.2
MD,Kent,4453,4533,49.6,50.4
MD,Montgomery,286493,110940,72.1,27.9
MD,Prince George's,317342,32236,90.8,9.2
MD,Queen Anne's,7898,14879,34.7,65.3
MD,St. Mary's,17982,25096,41.7,58.3
MD,Somerset,4478,4706,48.8,51.2
MD,Talbot,7983,10442,43.3,56.7
MD,Washington,23282,34113,40.6,59.4
MD,Wicomico,17481,20136,46.5,53.5
MD,Worcester,9841,14334,40.7,59.3
ME,Maine,397754,290437,57.8,42.2
ME,Abbot,153,216,41.5,58.5
ME,Acton,688,625,52.4,47.6
ME,Addison,273,299,47.7,52.3
ME,Albion,429,561,43.3,56.7
ME,Alexander,131,153,46.1,53.9
ME,Alfred,964,739,56.6,43.4
ME,Allagash,79,59,57.2,42.8
ME,Alna,271,182,59.8,40.2
ME,Alton,225,211,51.6,48.4
ME,Amherst,69,70,49.6,50.4
ME,Amity,35,56,38.5,61.5
ME,Andover,255,217,54.0,46.0
ME,Anson,543,512,51.5,48.5
ME,Appleton,435,329,56.9,43.1
ME,Aroostook Cty Townships,182,185,49.6,50.4
ME,Arrowsic,220,92,70.5,29.5
ME,Arundel,1229,960,56.1,43.9
ME,Ashland,327,232,58.5,41.5
ME,Athens,211,204,50.8,49.2
ME,Atkinson,73,103,41.5,58.5
ME,Auburn,6503,4462,59.3,40.7
ME,Augusta,5192,3339,60.9,39.1
ME,Aurora,18,42,30.0,70.0
ME,Avon,127,105,54.7,45.3
ME,Baileyville,354,230,60.6,39.4
ME,Baldwin,354,413,46.2,53.8
ME,Bancroft,11,20,35.5,64.5
ME,Bangor,8809,5905,59.9,40.1
ME,Bar Harbor,2142,779,73.3,26.7
ME,Baring Plt.,56,49,53.3,46.7
ME,Bath,2895,1512,65.7,34.3
ME,Beals,134,137,49.4,50.6
ME,Beaver Cove,41,52,44.1,55.9
ME,Beddington,13,21,38.2,61.8
ME,Belfast,2270,1240,64.7,35.3
ME,Belgrade,952,890,51.7,48.3
ME,Belmont,261,214,54.9,45.1
ME,Benton,731,673,52.1,47.9
ME,Berwick,1733,1812,48.9,51.1
ME,Bethel,911,552,62.3,37.7
ME,Biddeford,6618,3047,68.5,31.5
ME,Bingham,248,203,55.0,45.0
ME,Blaine,99,258,27.7,72.3
ME,Blue Hill,1125,588,65.7,34.3
ME,Boothbay,1082,907,54.4,45.6
ME,Boothbay Harbor,754,572,56.9,43.1
ME,Bowdoin,711,837,45.9,54.1
ME,Bowdoinham,1020,691,59.6,40.4
ME,Bowerbank,36,48,42.9,57.1
ME,Bradford,251,349,41.8,58.2
ME,Bradley,439,345,56.0,44.0
ME,Bremen,293,187,61.0,39.0
ME,Brewer,2450,2542,49.1,50.9
ME,Bridgewater,111,175,38.8,61.2
ME,Bridgton,1501,1199,55.6,44.4
ME,Brighton Plt.,19,23,45.2,54.8
ME,Bristol,1049,718,59.4,40.6
ME,Brooklin,368,194,65.5,34.5
ME,Brooks,243,260,48.3,51.7
ME,Brooksville,418,210,66.6,33.4
ME,Brownfield,255,204,55.6,44.4
ME,Brownville,346,345,50.1,49.9
ME,Brunswick,7853,3654,68.2,31.8
ME,Buckfield,518,465,52.7,47.3
ME,Bucksport,1358,1024,57.0,43.0
ME,Burlington,69,115,37.5,62.5
ME,Burnham,290,292,49.8,50.2
ME,Buxton,2212,1909,53.7,46.3
ME,Byron,39,37,51.3,48.7
ME,Calais,730,725,50.2,49.8
ME,Cambridge,96,165,36.8,63.2
ME,Camden,2201,914,70.7,29.3
ME,Canaan,515,464,52.6,47.4
ME,Canton,260,197,56.9,43.1
ME,Cape Elizabeth,4018,2161,65.0,35.0
ME,Caratunk,23,28,45.1,54.9
ME,Caribou,1910,1665,53.4,46.6
ME,Carmel,578,849,40.5,59.5
ME,Carrabassett Valley,295,153,65.8,34.2
ME,Carroll Plt.,29,52,35.8,64.2
ME,Carthage,139,96,59.1,40.9
ME,Cary Plt.,39,68,36.4,63.6
ME,Casco,993,899,52.5,47.5
ME,Castine,338,241,58.4,41.6
ME,Castle Hill,76,118,39.2,60.8
ME,Caswell,90,45,66.7,33.3
ME,Chapman,119,96,55.3,44.7
ME,Charleston,186,454,29.1,70.9
ME,Charlotte,64,97,39.8,60.2
ME,Chebeague Island,216,71,75.3,24.7
ME,Chelsea,693,604,53.4,46.6
ME,Cherryfield,278,303,47.8,52.2
ME,Chester,114,202,36.1,63.9
ME,Chesterville,399,246,61.9,38.1
ME,China,1121,1113,50.2,49.8
ME,Clifton,221,231,48.9,51.1
ME,Clinton,817,730,52.8,47.2
ME,Columbia,67,126,34.7,65.3
ME,Columbia Falls,122,148,45.2,54.8
ME,Cooper,57,67,46.0,54.0
ME,Coplin Plt.,42,40,51.2,48.8
ME,Corinna,414,648,39.0,61.0
ME,Corinth,477,874,35.3,64.7
ME,Cornish,415,324,56.2,43.8
ME,Cornville,304,358,45.9,54.1
ME,Cranberry Isles,102,41,71.3,28.7
ME,Crawford,23,40,36.5,63.5
ME,Crystal,51,86,37.2,62.8
ME,Cumberland,2619,2221,54.1,45.9
ME,Cushing,422,387,52.2,47.8
ME,Cutler,116,163,41.6,58.4
ME,Cyr Plt.,23,20,53.5,46.5
ME,Dallas Plt.,127,97,56.7,43.3
ME,Damariscotta,771,503,60.5,39.5
ME,Danforth,110,150,42.3,57.7
ME,Dayton,590,503,54.0,46.0
ME,Deblois,7,20,25.9,74.1
ME,Dedham,534,487,52.3,47.7
ME,Deer Isle,826,361,69.6,30.4
ME,Denmark,318,317,50.1,49.9
ME,Dennistown Plt.,5,9,35.7,64.3
ME,Dennysville,77,77,50.0,50.0
ME,Detroit,201,185,52.1,47.9
ME,Dexter,745,860,46.4,53.6
ME,Dixfield,750,470,61.5,38.5
ME,Dixmont,323,357,47.5,52.5
ME,Dover-Foxcroft,991,1058,48.4,51.6
ME,Dresden,544,412,56.9,43.1
ME,Drew Plt.,7,13,35.0,65.0
ME,Durham,1137,1080,51.3,48.7
ME,Dyer Brook,43,78,35.5,64.5
ME,Eagle Lake,276,152,64.5,35.5
ME,Eastbrook,90,116,43.7,56.3
ME,East Machias,310,381,44.9,55.1
ME,East Millinocket,483,416,53.7,46.3
ME,Easton,312,322,49.2,50.8
ME,Eastport,488,296,62.2,37.8
ME,Eddington,557,682,45.0,55.0
ME,Edgecomb,418,317,56.9,43.1
ME,Edinburg,52,42,55.3,44.7
ME,Eliot,2210,1644,57.3,42.7
ME,Ellsworth,1950,1843,51.4,48.6
ME,Embden,218,248,46.8,53.2
ME,Enfield,356,389,47.8,52.2
ME,Etna,256,344,42.7,57.3
ME,Eustis,191,166,53.5,46.5
ME,Exeter,220,312,41.4,58.6
ME,Fairfield,1714,1359,55.8,44.2
ME,Falmouth,4149,3319,55.6,44.4
ME,Farmingdale,887,678,56.7,43.3
ME,Farmington,2441,1288,65.5,34.5
ME,Fayette,432,294,59.5,40.5
ME,Fort Fairfield,821,698,54.0,46.0
ME,Fort Kent,1376,625,68.8,31.2
ME,Frankfort,242,270,47.3,52.7
ME,Franklin,354,360,49.6,50.4
ME,Franklin Cty Townships,14,8,63.6,36.4
ME,Freedom,215,163,56.9,43.1
ME,Freeport,3266,1726,65.4,34.6
ME,Frenchboro,21,15,58.3,41.7
ME,Frenchville,406,164,71.2,28.8
ME,Friendship,321,360,47.1,52.9
ME,Fryeburg,920,649,58.6,41.4
ME,Frye Island,17,38,30.9,69.1
ME,Gardiner,1699,1158,59.5,40.5
ME,Garfield Plt.,24,27,47.1,52.9
ME,Garland,246,287,46.2,53.8
ME,Georgetown,447,273,62.1,37.9
ME,Gilead,68,41,62.4,37.6
ME,Glenburn,1136,1281,47.0,53.0
ME,Glenwood Plt.,2,4,33.3,66.7
ME,Gorham,5123,3742,57.8,42.2
ME,Gouldsboro,494,460,51.8,48.2
ME,Grand Isle,174,52,77.0,23.0
ME,Grand Lake Stream Plt,42,58,42.0,58.0
ME,Gray,2260,2144,51.3,48.7
ME,Great Pond,15,19,44.1,55.9
ME,Greenbush,253,342,42.5,57.5
ME,Greene,1111,1139,49.4,50.6
ME,Greenville,599,505,54.3,45.7
ME,Greenwood,244,172,58.7,41.3
ME,Guilford,299,357,45.6,54.4
ME,Hallowell,1090,426,71.9,28.1
ME,Hamlin,62,33,65.3,34.7
ME,Hammond,24,25,49.0,51.0
ME,Hampden,2013,2099,49.0,51.0
ME,Hancock,596,595,50.0,50.0
ME,Hancock Cty Townships,0,0,#DIV/0!,#DIV/0!
ME,Hanover,88,71,55.3,44.7
ME,Harmony,196,245,44.4,55.6
ME,Harpswell,1940,1371,58.6,41.4
ME,Harrington,181,264,40.7,59.3
ME,Harrison,737,627,54.0,46.0
ME,Hartford,307,256,54.5,45.5
ME,Hartland,324,487,40.0,60.0
ME,Haynesville,22,35,38.6,61.4
ME,Hebron,370,303,55.0,45.0
ME,Hermon,1250,1731,41.9,58.1
ME,Hersey,9,23,28.1,71.9
ME,Highland Plt.,39,62,38.6,61.4
ME,Hiram,379,323,54.0,46.0
ME,Hodgdon,181,377,32.4,67.6
ME,Holden,827,1059,43.8,56.2
ME,Hollis,1249,1054,54.2,45.8
ME,Hope,545,381,58.9,41.1
ME,Houlton,1133,1307,46.4,53.6
ME,Howland,342,289,54.2,45.8
ME,Hudson,278,444,38.5,61.5
