Text,country_code ,followers_count,friends_count,link ,type,coordinates,City,State,posted_time,epoch_time,real_name ,statuses_count ,tweet_url ,
Obama traded actual spies being released to Cuba for Mr. Gross. No other conditions by Cuba to change? Of course he did this. ,United States,2725,1780,http://twitter.com/Txsleuth/statuses/545224159350226946,Polygon,"-97.538285, 32.569477; -97.538285, 32.990456; -97.033542, 32.990456; -97.033542, 32.569477",Fort Worth,TX,12/17/2014 14:29,1418826540,Laura McGinnis,147948,,
#Cuba - Wait for @SenTedCruz and @marcorubio reactions.... going to be an interesting news day for RW media. ,United States,1040,1370,http://twitter.com/jtatsuno/statuses/545224418545655809,Polygon,"-71.191505, 42.227797; -71.191505, 42.399542; -70.986004, 42.399542; -70.986004, 42.227797",Boston,MA,12/17/2014 14:30,1418826600,Junji Tatsuno,24028,,
@JonHeymanCBS Any news on Yoan Moncada ( I hear July). Do @Mets  have interest in highly touted Cuban prospect and/or  Korean SS? ,United States,705,1356,http://twitter.com/1nysportsfan/statuses/545224594626707456,Polygon,"-73.039115, 40.837693; -73.039115, 40.921065; -72.972416, 40.921065; -72.972416, 40.837693",Coram,NY,12/17/2014 14:30,1418826600,Peter Rivera,16167,,
Big news out of #Cuba &amp;big kudos 2President @BarackObama 4finally getting @FreeAlanGross Looking 4ward to O's announcement of policy changes ,United States,2370,2585,http://twitter.com/ElYuma/statuses/545224435679371264,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 14:30,1418826600,Ted Henken,5792,,
"CNN aquí en los EEUU reportea que #Obama anunciará un ""cambio importante de política"" hacía #Cuba @paquitoeldecuba ",United States,2784,1480,http://twitter.com/mklavers81/statuses/545224452066541568,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:30,1418826600,Michael K. Lavers,12912,,
¡CUBA LIBRE! http://t.co/CxKlTpJSEf ,United States,1066,671,http://twitter.com/complicaitd/statuses/545225069950414848,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 14:32,1418826720,Caitzaid?,38448,http://www.cnbc.com/id/102249788,
BREAKING: Cuban 5 are free in prisoner swap! #EndEmbargo #cuba http://t.co/EJPMchPoM7 ,United States,7169,5464,http://twitter.com/PeoplesWorld/statuses/545225038132027392,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 14:32,1418826720,PeoplesWorld,26894,http://abcnews.go.com/Politics/exclusive-american-alan-gross-released-years/story?id=27636767,
Liberan a #Alan Gross por los 3 cubANos aún presos en EEUU..obama hablara al medio dia. ,United States,18,36,http://twitter.com/druki70/statuses/545225249500180480,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/17/2014 14:33,1418826780,Asdrubal Salinas,290,,
HAPPENING NOW. US contractor has released from Cuban prison after 5 yrs. @fox6wakeup at 830 ,United States,4457,548,http://twitter.com/kmpossiblemke/statuses/545225191258083329,Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822",Milwaukee,WI,12/17/2014 14:33,1418826780,Kim Murphy,26078,,
'cuba' is now trending in #Houston http://t.co/fVUbKseFMQ ,United States,3023,1053,http://twitter.com/TrendsHouston/statuses/545225189408002048,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/17/2014 14:33,1418826780,Trendsmap Houston,30804,http://trendsmap.com/local/us/houston,
"@tradelawnews great news for the Gross family, not so good news for US-Cuba policy. More to come at high noon. ",United States,952,991,http://twitter.com/JasonPoblete/statuses/545225419755388928,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:34,1418826840,jasonpoblete,9602,,
@MarkCubanFans watching Real sports with. @BryantGumbel . ,United States,1529,1734,http://twitter.com/UnclePimpin1/statuses/545225457063317504,Polygon,"-81.628444, 40.995137; -81.628444, 41.166618; -81.405059, 41.166618; -81.405059, 40.995137",Akron,OH,12/17/2014 14:34,1418826840,Earnest Moore,8081,,
"Castro &amp; his policies, not American policies, are responsible for what has ailed #Cuba for almost 56 years. Nothing US does will change that ",United States,2077,566,http://twitter.com/marcmasferrer/statuses/545225466773532672,Polygon,"-82.688331, 27.424889; -82.688331, 27.52306; -82.459019, 27.52306; -82.459019, 27.424889",Bradenton,FL,12/17/2014 14:34,1418826840,Marc R. Masferrer,22258,,
#cuba is now trending in #Atlanta http://t.co/DXdb9owzAI ,United States,1660,604,http://twitter.com/TrendsAtlanta/statuses/545225489971814400,Polygon,"-84.576827, 33.647549; -84.576827, 33.8868859; -84.289385, 33.8868859; -84.289385, 33.647549",Atlanta,GA,12/17/2014 14:34,1418826840,Trendsmap Atlanta,27873,http://trendsmap.com/local/us/atlanta,
"@benpershing great news for the Gross family, poor precedent for US-Cuba policy as well as using Americans as pawn in foreign policy matters ",United States,952,991,http://twitter.com/JasonPoblete/statuses/545225746445529088,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:35,1418826900,jasonpoblete,9604,,
"“@cnnbrk: Officials: U.S. will move toward diplomatic ties with Cuba, make it easier for Americans do business with Cubans        Cigars!!!! ",United States,848,723,http://twitter.com/bahamatata/statuses/545225810181779459,Polygon,"-97.26899, 31.45507; -97.26899, 31.639828; -97.069786, 31.639828; -97.069786, 31.45507",Waco,TX,12/17/2014 14:35,1418826900,tonya hammond,9755,,
"Not a swap w Alan Gross: his was ""humanitarian"" release by #Cuba + accompanied by a separate spy swap, US officials say ",United States,3404,1467,http://twitter.com/KianpourWorld/statuses/545226066416381952,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:36,1418826960,Suzanne Kianpour,9020,,
Hacia Tiempo k No Desayunaba en un Restaurant cn mi Consentida sheilamatos32  Rumba Cubana Restaurants… http://t.co/sdpetdLZ2t ,United States,39,75,http://twitter.com/cubamalecon/statuses/545226367621939201,Polygon,"-74.107995, 40.666879; -74.107995, 40.769124; -74.0253309, 40.769124; -74.0253309, 40.666879",Jersey City,NJ,12/17/2014 14:37,1418827020,David Solano,1465,http://instagram.com/p/wtiHFOAXYa/,
"@VCUBatman still love the look on little man's face, like he's pissed you stole his mask ",United States,2848,1004,http://twitter.com/VCUPav/statuses/545226230078128128,Polygon,"-77.601044, 37.447046; -77.601044, 37.61272; -77.385297, 37.61272; -77.385297, 37.447046",Richmond,VA,12/17/2014 14:37,1418827020,VCU Pav,49577,,
AP source: Cuba releases US prisoner Alan Gross: A senior Obama administration official says Cuba has released… http://t.co/ZPoB54r14G ,United States,4713,16,http://twitter.com/Chicago_CP/statuses/545226321626808321,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 14:37,1418827020,Chicago CP,308207,http://chicago.cityandpress.com/node/8838602?utm_source=dlvr.it&utm_medium=twitter,
#Cuba - Canadian @SenTedCruz and dad can now go home ,United States,1040,1370,http://twitter.com/jtatsuno/statuses/545226488615026688,Polygon,"-71.191505, 42.227797; -71.191505, 42.399542; -70.986004, 42.399542; -70.986004, 42.227797",Boston,MA,12/17/2014 14:38,1418827080,Junji Tatsuno,24030,,
Is it normal for all @Morning_Joe guests to call him Jose? Or just awesome for today? #Cuba ,United States,10353,1491,http://twitter.com/mattmiller1973/statuses/545226495124586498,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 14:38,1418827080,matt miller,11940,,
Also happening w/ #alangross release: USAID administrator announced his resignation this morning #Cuba http://t.co/5Di1viy0GB ,United States,2129,2221,http://twitter.com/TooMuchMe/statuses/545226644148191232,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 14:38,1418827080,Danny Rivero,11477,http://twitter.com/TooMuchMe/status/545226644148191232/photo/1,
.@RaulCastroR also speaking today. No word if it will be joint appearance with @BarackObama #Cuba ,United States,2077,566,http://twitter.com/marcmasferrer/statuses/545226897287024640,Polygon,"-82.688331, 27.424889; -82.688331, 27.52306; -82.459019, 27.52306; -82.459019, 27.424889",Bradenton,FL,12/17/2014 14:39,1418827140,Marc R. Masferrer,22259,,
@carlquintanilla Its about time. The dollar more than any other thing kills Communism. #Cuba ,United States,38,140,http://twitter.com/106HDBadBoy/statuses/545226713404162048,Polygon,"-96.706144, 32.829815; -96.706144, 32.985469; -96.537124, 32.985469; -96.537124, 32.829815",Garland,TX,12/17/2014 14:39,1418827140,1HDBadBoy,2243,,
@stephenfhayes says Marco Rubio grilled Blinken abt Cuba &amp; was told Cong would be involved in any change in Cuba policy.TB confirmed Tue. ,United States,2725,1780,http://twitter.com/Txsleuth/statuses/545226702247714816,Polygon,"-97.538285, 32.569477; -97.538285, 32.990456; -97.033542, 32.990456; -97.033542, 32.569477",Fort Worth,TX,12/17/2014 14:39,1418827140,Laura McGinnis,147949,,
http://t.co/nwh9XQQP77 ,United States,263,193,http://twitter.com/scubasteve1797/statuses/545227089872687105,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092",Texas,US,12/17/2014 14:40,1418827200,Randall ?,17001,http://twitter.com/scubasteve1797/status/545227089872687105/photo/1,
Wow. This is a big deal. And about time. #Cuba http://t.co/1VY1Isao3o ,United States,192,38,http://twitter.com/michaelapuscar/statuses/545227084705304576,Polygon,"-111.056888, 40.994746; -111.056888, 45.005904; -104.052236, 45.005904; -104.052236, 40.994746",Wyoming,US,12/17/2014 14:40,1418827200,Michael Puscar,440,http://edition.cnn.com/2014/12/17/politics/cuba-alan-gross-deal/?c&page=4,
'cuba' is now trending in #Baltimore http://t.co/rgxT4zETEW ,United States,1229,598,http://twitter.com/TrendsBaltimore/statuses/545227099976388608,Polygon,"-76.711517, 39.197211; -76.711517, 39.372215; -76.529388, 39.372215; -76.529388, 39.197211",Baltimore,MD,12/17/2014 14:40,1418827200,Trendsmap Baltimore,10693,http://trendsmap.com/local/us/baltimore,
"@JeffreyGoldberg @USCubaNow Great news for Gross family, yet poor precedent. Telegraphs to rogue regimes: kidnap Americans for concessions ",United States,952,991,http://twitter.com/JasonPoblete/statuses/545227075914055680,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:40,1418827200,jasonpoblete,9607,,
Es imposible un desbloqueo económico a Cuba. ,United States,185,1037,http://twitter.com/torigm/statuses/545226988680937473,Polygon,"-80.248975, 25.9862279; -80.248975, 26.093132; -80.107808, 26.093132; -80.107808, 25.9862279",Hollywood,FL,12/17/2014 14:40,1418827200,Rocio Gonzalez,3941,,
"After losing hope and health in Cuba, Alan Gross finally released: He spent more than 25 years traveling the world,… http://t.co/G1sqBZhiBe ",United States,1828,1,http://twitter.com/MilwaukeeCP/statuses/545226979067183104,Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822",Milwaukee,WI,12/17/2014 14:40,1418827200,Milwaukee CP,131182,http://milwaukee.cityandpress.com/node/8838639?utm_source=dlvr.it&utm_medium=twitter,
I heard Rubio speak about Cuba &amp; Blinken on Friday in Sen. I d/n think I heard him say they had been consulted about change in Cuban policy ,United States,2725,1780,http://twitter.com/Txsleuth/statuses/545227078183174144,Polygon,"-97.538285, 32.569477; -97.538285, 32.990456; -97.033542, 32.990456; -97.033542, 32.569477",Fort Worth,TX,12/17/2014 14:40,1418827200,Laura McGinnis,147950,,
".@Granma_Digital in #Cuba reporting Pres Raúl Castro will make ""special announcement"" at noon on #Cuba/#US relations  http://t.co/XIGMTEB7GH ",United States,2784,1480,http://twitter.com/mklavers81/statuses/545227295024488448,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:41,1418827260,Michael K. Lavers,12913,http://www.granma.cu/cuba/2014-12-17/comparecencia-especial-de-raul-sobre-eeuu,
"@BarackObama no decide eso, lo decide el congreso. Imposible desbloqueo económico a Cuba ",United States,185,1037,http://twitter.com/torigm/statuses/545227205396422657,Polygon,"-80.248975, 25.9862279; -80.248975, 26.093132; -80.107808, 26.093132; -80.107808, 25.9862279",Hollywood,FL,12/17/2014 14:41,1418827260,Rocio Gonzalez,3942,,
http://t.co/z7SZwdm4mD via the @FoxNews Android app I wonder what Obamunist traded for him? Cuban spies held here? ,United States,227,669,http://twitter.com/mdelportillojr/statuses/545227184471027714,Polygon,"-80.3893437, 25.628844; -80.3893437, 25.7151276; -80.304896, 25.7151276; -80.304896, 25.628844",Kendall,FL,12/17/2014 14:41,1418827260,Mike del Portillo,651,http://www.foxnews.com/politics/2014/12/17/american-alan-gross-released-from-cuban-prison-official-says/,
@Nonrelatedsense @IvanTheK I remember when Cuba got Repsol to drill a well &amp; US politicians freaked out over “environmental concerns” ,United States,4968,1781,http://twitter.com/pcdunham/statuses/545227383473979393,Polygon,"-90.137908, 29.889574; -90.137908, 30.075628; -89.884108, 30.075628; -89.884108, 29.889574",New Orleans,LA,12/17/2014 14:41,1418827260,PCD,94817,,
"Before the US and Cuba repair their diplomatic ties, the US will want to get that trillion dollar bill back #trilly #givewhatback ",United States,138,375,http://twitter.com/tomsachi/statuses/545227328570159104,Polygon,"-93.556704, 44.978417; -93.556704, 45.0729; -93.400552, 45.0729; -93.400552, 44.978417",Plymouth,MN,12/17/2014 14:41,1418827260,Tom Sachi,10355,,
All the people crying about #Cuba's human right violations should tell me d difference with the #GOP's  #BFF's Saudi Arabia ,United States,1089,1169,http://twitter.com/iloanya1/statuses/545227276929863680,Polygon,"-95.686106, 29.5433718; -95.686106, 29.663556; -95.5772726, 29.663556; -95.5772726, 29.5433718",Sugar Land,TX,12/17/2014 14:41,1418827260,chimezie,17606,,
@CubanCutenese @willylevy29 @pzunigo @CrystalGVasquez @erikaprater @Korita05 @Mariia_1229 ?????? ,United States,404,518,http://twitter.com/DebbieMcKeon1/statuses/545227469771382785,Polygon,"-117.788282, 33.921548; -117.788282, 34.0234834; -117.6552404, 34.0234834; -117.6552404, 33.921548",Chino Hills,CA,12/17/2014 14:42,1418827320,Debbie McKeon,21759,,
".@Granma_Digital en #Cuba reportea Raúl Castro hará un ""importante anuncio"" sobre las relaciones entre #EEUU/#Cuba http://t.co/XIGMTEB7GH ",United States,2784,1480,http://twitter.com/mklavers81/statuses/545227539179122688,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:42,1418827320,Michael K. Lavers,12914,http://www.granma.cu/cuba/2014-12-17/comparecencia-especial-de-raul-sobre-eeuu,
American Alan Gross released after 5 years in captivity in Cuban prison http://t.co/w1cdpmaCKW ,United States,193,130,http://twitter.com/DonStorch/statuses/545227562084216832,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/17/2014 14:42,1418827320,Don Storch,10477,http://www.foxnews.com/politics/2014/12/17/american-alan-gross-released-from-cuban-prison-official-says/,
"AWESOME, @1871Chicago! DeVry Ed Group Announces 1st Cohort of EdTech Startups for New EdTech Incubator @ 1871. http://t.co/PTnnt6Rn9s ",United States,456,1458,http://twitter.com/dscrowner/statuses/545227904825962499,Polygon,"-76.50103, 38.976796; -76.50103, 38.992219; -76.476124, 38.992219; -76.476124, 38.976796",Naval Academy,MD,12/17/2014 14:43,1418827380,DC,861,http://www.finances.com/company-news/47061-devry-education-group-announces-first-cohort-of-educational-technology-startups-for-new-edtech-incubator-located-at-1871.htm#.VJGV9zvAnvg.twitter,
Pres. Obama has two years 2 normalize Cuban relations Tell Congress: help or get out of the way Diplomacy Works! #CIR #TNTweeters #UniteBIue ,United States,499,927,http://twitter.com/AlanLSimmons/statuses/545227889374162944,Polygon,"-82.0691698, 41.346019; -82.0691698, 41.418908; -81.970054, 41.418908; -81.970054, 41.346019",North Ridgeville,OH,12/17/2014 14:43,1418827380,Alan L. Simmons,6314,,
Wait. Was Beyoncé and Jay-Z's Cuban vacation a diplomatic mission? #Illuminati ,United States,533,562,http://twitter.com/laurencoffman/statuses/545228071935426561,Polygon,"-90.418136, 41.696088; -90.418136, 48.306272; -82.122971, 48.306272; -82.122971, 41.696088",Michigan,US,12/17/2014 14:44,1418827440,Lauren Coffman,7825,,
"Yesssss RT @AP: BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy. ",United States,407,1027,http://twitter.com/ScatterSports/statuses/545228075244339200,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/17/2014 14:44,1418827440,Baemian Lillard,27138,,
"(AP) - US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy. ",United States,5855,796,http://twitter.com/KRDONewsRadio/statuses/545228363309121536,Polygon,"-104.910562, 38.741142; -104.910562, 39.035895; -104.668092, 39.035895; -104.668092, 38.741142",Colorado Springs,CO,12/17/2014 14:45,1418827500,KRDO NewsRadio,22761,,
"So, kind of big news day? “@AP: BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy.” ",United States,1059,974,http://twitter.com/MrJohnFlowers/statuses/545228370406289408,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 14:45,1418827500,John Flowers,16004,,
"American Alan Gross Released From Prison In Cuba: American Alan Gross, who has been imprisoned for five years in… http://t.co/VMU0i20xJK ",United States,5696,43,http://twitter.com/NewYorkCP/statuses/545228202805694464,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 14:45,1418827500,New York CP,246228,http://newyork.cityandpress.com/node/8838651?utm_source=dlvr.it&utm_medium=twitter,
"*at last* BREAKING: US officials: US to start talks with #Cuba to normalize full diplomatic relations, open embassy. ",United States,574,1045,http://twitter.com/Robnda216/statuses/545228412932341760,Polygon,"-81.8375, 41.4632453; -81.8375, 41.49759; -81.768603, 41.49759; -81.768603, 41.4632453",Lakewood,OH,12/17/2014 14:45,1418827500,Robert Toth,15612,,
"Just in from the @AP this morning: US officials to start talks with Cuba to normalize full diplomatic relations, open embassy. ",United States,1177,802,http://twitter.com/the_amelia/statuses/545228241548873728,Polygon,"-82.5304326, 38.375981; -82.5304326, 38.439347; -82.349236, 38.439347; -82.349236, 38.375981",Huntington,WV,12/17/2014 14:45,1418827500,Amelia Ferrell WOWK,17856,,
Hearing rumors from DC that the Administration will be rolling back parts of the embargo with Cuba. #sayfie #FloridaPol ,United States,722,594,http://twitter.com/ChrisWarrenFL/statuses/545228347014676481,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/17/2014 14:45,1418827500,Chris Warren,3087,,
Cuba gave us a Hanukkah present. Good to see Alan gross coming home after all these years. Will Cuban cigars become legal? #cuba #spyswap ,United States,2304,434,http://twitter.com/GerberKawasaki/statuses/545228519861530624,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 14:46,1418827560,Ross Gerber,4640,,
Sweet. Who wants to go on a vacation to Cuba? Everyone? Great! Let's go. ,United States,866,556,http://twitter.com/alex_faust/statuses/545228498965897216,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 14:46,1418827560,Alex Faust,18456,,
"Liberación de #AlanGross en Cuba , otro paso para levantar el #Embargo de 64 años ? ",United States,244632,2651,http://twitter.com/FernanMartinez/statuses/545228508050366465,Polygon,"-179.231086, 17.623468; -179.231086, 71.434357; 179.859685, 71.434357; 179.859685, 17.623468",Estados Unidos,,12/17/2014 14:46,1418827560,Fernán Martinez,38531,,
"Release by #Cuba of Gross great news;however,it sets a terrible US policy precedent. Americans overseas are not safer today. @susancrabtree ",United States,952,991,http://twitter.com/JasonPoblete/statuses/545228625378050048,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:46,1418827560,jasonpoblete,9610,,
"whoa. RT @AP: BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy. ",United States,11517,983,http://twitter.com/johnson/statuses/545228651877650432,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:46,1418827560,Luke Johnson,23599,,
I am hopeful that @BarackObama's and Raul Castro's simultaneous announcements will mean a step forward for American/Cuban relations! ?? ,United States,273,256,http://twitter.com/GabriellaM92/statuses/545228822560653312,Polygon,"-105.3017759, 39.953552; -105.3017759, 40.094411; -105.183597, 40.094411; -105.183597, 39.953552",Boulder,CO,12/17/2014 14:47,1418827620,Gabriella,20079,,
"RE, Cuba:  Holy crap! ",United States,355,746,http://twitter.com/StefanEJones/statuses/545228834333683713,Polygon,"-122.867581, 45.426386; -122.867581, 45.543398; -122.743577, 45.543398; -122.743577, 45.426386",Beaverton,OR,12/17/2014 14:47,1418827620,Stefan Edward Jones,22406,,
"Holy fuck, this Cuba-U.S. development seems totally out of left (?) field, but finally some sense. Can I actually go visit Cuba now? ",United States,2147,2311,http://twitter.com/quixoticblazes/statuses/545228724984352768,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/17/2014 14:47,1418827620,Kyle Bella,53051,,
"Gross release by #Cuba great news;however,it sets a terrible US policy precedent. Americans overseas are not safer today. @MCaruso_Cabrera ",United States,952,991,http://twitter.com/JasonPoblete/statuses/545228811953246209,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:47,1418827620,jasonpoblete,9611,,
Wow on #Cuba really amazing - was there in Feb and sense of change hangs in the air ,United States,838,632,http://twitter.com/nathanking/statuses/545228730697007104,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:47,1418827620,nathanking,6168,,
"U.S. travelers will be allowed to import up to $400 worth of goods from Cuba, including $100 in alcohol+tobacco #cuba #cigars #Miami ",United States,32,93,http://twitter.com/jgarcia_resf/statuses/545228764930928640,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 14:47,1418827620,Juan F. Garcia,153,,
Alan Gross was bringing in satellite phones &amp; computers when arrested; #Cuba spies helped kill 4 Brothers to Rescue. Not exactly the same ,United States,2077,566,http://twitter.com/marcmasferrer/statuses/545228734471864320,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/17/2014 14:47,1418827620,Marc R. Masferrer,22260,,
"Obama anunciará cambios en la relación de USA con Cuba, pero no durarán. El embargo depende del congreso, que va a manos republicanas. ",United States,1205,1992,http://twitter.com/enelexilio/statuses/545228774326173696,Polygon,"-87.855111, 41.835308; -87.855111, 41.85777; -87.803466, 41.85777; -87.803466, 41.835308",North Riverside,IL,12/17/2014 14:47,1418827620,José Morales,15908,,
@MAJMikeLyons @ToulaVlahou @AP At freaking last. The Cuban cigars is back! ,United States,169,815,http://twitter.com/Syl2944/statuses/545228683481346048,Polygon,"-96.120064, 41.164025; -96.120064, 41.1908735; -96.005058, 41.1908735; -96.005058, 41.164025",La Vista,NE,12/17/2014 14:47,1418827620,Syl,10859,,
However as long as the United States continues to put forth one narrative regarding the Cuban regime is problematic ,United States,273,256,http://twitter.com/GabriellaM92/statuses/545229112898752512,Polygon,"-105.3017759, 39.953552; -105.3017759, 40.094411; -105.183597, 40.094411; -105.183597, 39.953552",Boulder,CO,12/17/2014 14:48,1418827680,Gabriella,20080,,
"ON NOW: @HowieCarrShow on Jeb Bush, Cuba and more. Listen here http://t.co/PUO46yiXmV ",United States,1966,311,http://twitter.com/HeraldRadio/statuses/545229175108689922,Polygon,"-71.191505, 42.227797; -71.191505, 42.399542; -70.986004, 42.399542; -70.986004, 42.227797",Boston,MA,12/17/2014 14:48,1418827680,Boston Herald Radio,4863,http://www.bostonherald.com/radioplayer/,
"I imagine Cuba and Puerto Rico solar, wind &amp; water powered #Islandsofinnovation.@BarackObama #Legacy @SquawkStreet @JeffImmelt @SquawkStreet ",United States,706,1356,http://twitter.com/1nysportsfan/statuses/545229017583198208,Polygon,"-73.039115, 40.837693; -73.039115, 40.921065; -72.972416, 40.921065; -72.972416, 40.837693",Coram,NY,12/17/2014 14:48,1418827680,Peter Rivera,16169,,
More on Alan Gross from the Sun. Obama to speak at noon. http://t.co/S5G3uVZVab ,United States,1748,697,http://twitter.com/iduncan/statuses/545228926440980480,Polygon,"-76.487921, 39.308163; -76.487921, 39.384988; -76.338006, 39.384988; -76.338006, 39.308163",Middle River,MD,12/17/2014 14:48,1418827680,Ian Duncan,7192,http://www.baltimoresun.com/news/maryland/bs-md-cuba-releases-alan-gross-20141217-story.html,
"@racingshadoes @CarlaChamorros naacp, would like to live in cuba. ",United States,236,108,http://twitter.com/Bongsong2/statuses/545229038218792960,Polygon,"-97.534889, 37.562483; -97.534889, 37.80531; -97.152924, 37.80531; -97.152924, 37.562483",Wichita,KS,12/17/2014 14:48,1418827680,Richard Taylor,19184,,
"Cuba releases American Alan Gross in prisoner swap: U.S. contractor Alan Gross, held by the Cuban government since… http://t.co/AR2mkw1vlT ",United States,2486,4,http://twitter.com/DenverCP/statuses/545229496505208832,Polygon,"-105.109815, 39.614151; -105.109815, 39.812975; -104.734372, 39.812975; -104.734372, 39.614151",Denver,CO,12/17/2014 14:50,1418827800,Denver CP,200530,http://denver.cityandpress.com/node/8838635?utm_source=dlvr.it&utm_medium=twitter,
AP sources: Cuba releases US prisoner Alan Gross: American Alan Gross was released from a Cuban prison after five… http://t.co/iGX1PtOAH3 ,United States,2336,9,http://twitter.com/PhoenixCP/statuses/545229545196883968,Polygon,"-112.3239143, 33.29026; -112.3239143, 33.8154652; -111.9254391, 33.8154652; -111.9254391, 33.29026",Phoenix,AZ,12/17/2014 14:50,1418827800,Phoenix CP,117457,http://phoenix.cityandpress.com/node/8838762?utm_source=dlvr.it&utm_medium=twitter,
American Alan Gross Released from Cuba After 5 Years in Prison: American Alan Gross has been released from a Cuban… http://t.co/Ka4pX8VC1R ,United States,2879,8,http://twitter.com/SanFranciscoCP/statuses/545229459490484224,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 14:50,1418827800,San Francisco CP,178841,http://sanfrancisco.cityandpress.com/node/8838779?utm_source=dlvr.it&utm_medium=twitter,
